,用户ID,评论时间,评论文本,positive_prob,sentiment,neutral_prob,negative_prob
1513,,,我女鹅小时候一直说要和女生结婚，现在三年级她又有一个喜欢的男生，不过她从来不穿裙子和带蕾丝花边的衣服，坚决不穿。我想过如果她是拉拉我会接受并支持她，这是上帝赐予的，不是谁的错，只是一个客观事实。既然现在大环境已经对非异性恋很苛刻了，至少父母应该坚定地支持。,0.9919,正面,0.0004,0.0077
1514,,,大阿毛君三观好正，有个超级好的妈妈，祝你幸福,0.9502,正面,0.0011,0.0487
1515,,,"我跟我妈的对话
我：妈，我谈了个女朋友
妈：哦
……一阵寂静
妈：这是你自己的事情，以后你结不结婚都不重要，你开心就好",0.9627,正面,0.0001,0.0373
1516,,,母胎solo看到你说初中谈了一个然后高中又有然后大学，我羡慕了。。。,0.9869,正面,0.0016,0.0115
1517,,,up主，想要你的护发生发秘方，我也想拥有这么多这么黑这么漂亮的头发,0.8491,正面,0.0005,0.1503
1518,,,"“妈，我不想结婚？”忐忑不安。
“你是不是有病？”小心翼翼。",0.7632,正面,0.0033,0.2334
1519,,,"父母知识文化程度高真的会出柜得轻松一点。
我母亲小学……都没毕业，很多事情她都觉得不可思议无法理解也无法想象，这也导致她做母亲很想当然很极端一刀切，为了不让我早恋她让我从小不跟男孩子玩不要跟男孩子说话；为了让我专注学习，让我不要拥有娱乐不要在课间去疯玩儿，我就该一个人坐在课桌前坐到死，这样才是对的；乃至在学习上，她不懂劳逸结合她认为死读书不懂就抄书背书就行了。
这样长大的孩子，我大学了还跟男性保持距离，脱离大众社交娱乐沉默寡言隔离社会，乃至工作后又主动辞职做自由行业者只是出于不想说话交流不想经营关系不想社交，我已经习惯了孤独的个人生活模式。
当我拒绝找对象拒绝去社交拒绝去经营人际关系，乃至跟她说，我喜欢女孩子。
她回了一句:你生理功能正常怎么脑子有病喜欢女孩子？
我说我不结婚，她来了一句:你这样让我觉得丢人，亲戚朋友问我，你女儿也快三十了怎么还不结婚？
我直到现在也不知道是不是由于母亲的教育导致我最终只想跟女生在一起乃至产生好感，有疑惑所以我不结婚。
很巧合的是，我弟跟我双胞胎，他也没有任何想要结婚的欲望，也对感情没有任何期待。
我们小时候经常面对的就是留守儿童的日常一道铁门，同看一片天空，那时候我们的孤独就是只有彼此。
我们不相信任何人，除了对方。
这里不是骨科，我只是在说明，教育、个人文化程度，真的会不自觉影响下一代。
而我跟我弟都很清楚，彼此这个状态，在我们思考明白该怎么前进的时候，身边都不需要有另一个人来受伤，对此他是绝对隔离感情，我走了他的极端非常滥情从来不上心，但殊途同归我们都不想拥有伴侣，不想去把另一个人套牢在身边被我们这种病态且不完整的人格伤害到。
当然了，这里不是抱怨父母。
因为大学辅导员说了一句话非常有道理:父母给你套上了一个圈难道你不会自己把它取下来吗？
我可以取下来，但我已经习惯了也不想取了，所以我不接受自己自欺欺人还是活在别人想法里这怪不了任何人。
我弟他取下来了，但是他却认可并接受了现在的自己并不会去改变，我“疯”得失常，他“疯”得正常。
说了这么多，以后如果有孩子的姑娘小伙们，多关心关心你的孩子，她沉默也许不是因为听话，她不跟男孩子交流不早恋不一定是对也不一定是正常……面子、社会评价乃至成绩，都没有你的孩子健康成长为一个小天使更重要。
我们每个人没法选择父母，但是每个人却可以选择成为更温柔体贴且包容开明的父母。",0.9059,正面,0.0239,0.0701
1520,,,"我是一个普通的男生，但我有位朋友和up一样，非常非常可爱，非常喜欢她（可惜她喜欢女生，而且非常优秀，感觉自己配不上），希望越来越多的人以平常的态度对待你们，少一些误解。
我会永远支持她！祝我的朋友和up越来越幸福，和自己的另一半在一起！！！",0.8951,正面,0.0068,0.098
1521,,,美国那个治疗同性恋的医院 院长出轨了 多讽刺啊,0.9971,正面,0.0002,0.0027
1522,,,我二十几年没有过动心的感觉，无论是对男对女，而且很难和别人相处，不敢想象自己要和另一个人共度一生，也许我只爱我自己。刚大学毕业我妈就催婚，我就问我妈:和我爸结婚过得好吗。她否定了，然后说:无论谁都要结婚的啊，怎么可以不结婚呢。嗯，在我爸妈的观念里无论婚姻里遭到家暴还是出轨，只要离婚女人的一生就毁了，就连身边忍都60岁才离婚的老人家他们都会去劝他们复婚。很可怕。,0.8945,正面,0.0392,0.0662
1523,,,"说实话我不知道怎么跟我妈说我是同性恋。
我已经没有能力接触部分男性了，我跟母亲说
“妈，你会歧视同性恋者吗？”
“我不会阿，她就是不喜欢男孩子，也没办法呀。”
“如果你女儿喜欢女孩子呢？”我笑着说。
“我可能不能接受，我没有办法接受我的女儿是同性恋。”
之后我经常会像开玩笑一样跟我妈说我以后去找个女孩子吧。我已经不知道怎么面对自己的性取向",0.034,负面,0.0205,0.9454
1524,,,"我不是同，但是我有几个朋友是同，
我妈也知道我每天跟他们一起出去玩
我后来也问过我妈
如果我是同性恋怎么办
我妈：原来你不是同性恋啊，真要是同性恋，那能怎么办啊，同就同呗，你喜欢就好（后来才知道，我妈之前误解我是同性恋）
还有一次看电视，我说以后我一定要生闺女，男孩太难了
我妈：你还生孩子啊，我以为你丁克呢
我：？？？？
我妈虽然在这些方面很看得开，但是她却死活不愿意我打耳洞和纹身
我妈：耳洞很好，但是吧，我觉得不太适合你……
我妈：纹身很好看，但是吧，我觉得不太适合你……",0.044,负面,0.0022,0.9538
1525,,,父母的心愿不是儿女找一个异性，而且找一个对自己好的人，能一辈子相伴到老的人！,0.0684,负面,0.003,0.9287
1526,,,有点搞不懂，为什么大多数t要办成男生的模样，两个迷惑区，是这个t有自我性别认识障碍？还是和这个t交往的女孩，其实喜欢的是男生，喜欢的是拥有着男生外表，扮演男生角色的t，那这个女生还是蕾丝吗？,0.0144,负面,0.0006,0.9849
1527,,,你有看过黄诗扶那个MV叫一拜天地吗，阿婆主。爱这种东西真的是可以跨越性别的，祝你幸福！想要孩子大不了收养一个，亲生与否真的不要紧，我之前谈过一个女友，她离过婚，比我大六岁，后来被父母拆散了，双方父母都不同意，但是我现在一直忘不了她，连她和前夫的女儿都爱得要死。,0.8164,正面,0.0306,0.153
1528,,,"母胎solo21年了。
我妈经常问我想不想谈恋爱
我说不想
我妈就开始忧愁，问我是不是要娶个女孩子回来
。。。？别瞎想！我没有！
不知道我妈到底对同怎么看，是接受还是说着玩的。
其实我对女孩完全没有想法
可是对男孩子也完全无想法
怎么办，周围大家不管有没有走下去，或多或少都曾有过心仪的对象，然而我到现在完全没有对任何别人产生过想和ta恋爱的感觉，对，就是连初恋都无，完全没有什么传说中春心萌动少女怀春的感觉(现在也都不算少女了)。
有些时候甚至会对自己感到恐慌，是不是不能对别人产生爱情了？因为有时候扪心自问，我内心是惧怕恋爱的，害怕把感情交给别人的感觉。
但是看到别的兄弟姐妹全妮玛一对一对的，俺又好酸呦",0.9928,正面,0.001,0.0061
1529,,,但确实有很多现象看不懂，推崇男女平等的21世纪，男女都慢慢在努力做到平等。俩女的搁这儿，你就是t，t就该怎么怎么，你就是p，p都怎么怎么。就不点评哈开心就好，只要标签不打我身上我怎么都好说。爷真无语还有些，真就戾气大呗，真就看不惯呗，互不干涉好吧，人发个视频，人家的自由，你非得点进来叭叭什么呢？咋，显着你了？就你会打字了就你会说话了？任何事物逃不脱道德两字，蹦人脸上来挑刺儿，咋了你妈这是没跟你讲过这不礼貌？,0.5273,正面,0.1585,0.314
1530,,,UP真勇敢，同时也很羡慕UP有这么开明的妈妈，我的闺蜜就是同性恋，她前年和她爸爸妈妈出柜后，她爸爸妈妈把她赶出来了，她妈妈打了她，爸爸骂她是变态，她爸爸今年得了癌症，她去医院看了爸爸还被她妈妈赶出病房了，两年了，她没有回过家，她非常伤心，我知道她的一切，但是我帮不了她。,0.0857,负面,0.0005,0.9138
1531,,,"百年后固有一死，两腿一伸，放浪形骸与谨小慎微又有什么区别呢？  ——《大哥》
就是靠着这句话才敢和家人出柜的qwq",0.4761,负面,0.0062,0.5176
1532,,,我和我妹从小跟着奶奶长大，我妹喜欢女生，毕业后奶奶打算给她相亲时，她跟奶奶摊牌了，说自己喜欢女生，不喜欢男生，结婚也只想和女生结，我以为奶奶会生气，没想到她却说，那到结婚的时候你们两个都穿婚纱吗？她很欢实的就接受了，并且还纠结到底是嫁过去还是把人娶回来，我和我妹:？？？,0.9638,正面,0.0193,0.0169
1533,,,有些有直男癌的男的说话真的是能把人气死，不喜欢麻烦您出去好么，您是这么高贵的《异性恋》麻烦别留言浪费您的时间呢。,0.9972,正面,0.0001,0.0028
1534,,,我是一个女孩子…父母不算高知但是都大学毕业，爸爸还是南理工的。我不是同但是喜欢看耽美…就这件事都不敢让我爸妈知道，我怕他们知道之后可能真的会觉得我有病…,0.6734,正面,0.0112,0.3154
1535,,,虽然我是个直男，但是对取向真的看得挺开。马上2020年了，除了老一辈可能无法理解，但是现在年轻人都比较能接受的。我讨厌的是硬要把直的掰弯，不断的去骚扰。看过不少了这样的,0.9432,正面,0.0001,0.0567
1536,,,"关于up主说的宿舍管理员那个事，有点不同的看法。先说不是针对up主的啊。

就是up主宿舍有一个女生因为up主是同性恋，要求管理员把up主赶出宿舍这件事。

首先我赞同管理员“不能因为up主是同性恋就把她赶出宿舍”的观点，否则这就是一种歧视。对于管理员能够对up主和其他异性恋女生一样一视同仁的态度，给他点赞！

但他说“一个宿舍四个人，为什么其他两个人都不在意，就你不舒服”这句话让我心理非常不舒服。

这句话感觉有点像对少数人说“为什么别人都怎么怎么样，怎么就你不那样呢？”

就像我们不能歧视up主这样在性向上处于少数的人，我们同样不能歧视那些少数对这样情况格外不接受的人。

那个女生十分介意和同性恋女生一个宿舍，也不能说救她事多。总有人格外敏感。

管理员给她自己换一个宿舍，换一个算是异性恋的宿舍，再换一个和up主宿舍其他两位同学一样不在乎舍友性向的同学来，不行吗？

就像up主妈妈说的“我没有接受你是同性恋的义务”。我认为对于同性恋，我有不歧视、不排挤的义务，但我没有必须接受的义务。

那个管理员的做法，让我觉得有点道德绑架，就是圣他人之母的圣母感觉。

当然最后一句，我是不介意舍友性向的。但我认为同样要尊重那些介意的人。",0.0993,负面,0.0126,0.8881
